x,y,z,water_ice,slope_deg
0.0,0.0,-0.05574435764464575,0.2653548173591186,2.860500857039157
1.0,0.0,-0.08216464594774606,0.3368246312493738,3.8055103540435042
2.0,0.0,-0.11153797358112663,0.4133361683810293,4.81895499172453
3.0,0.0,-0.13904527073797873,0.49085011244193283,5.641898980232737
4.0,0.0,-0.15893925712481702,0.5643133105823716,6.129250826385341
5.0,0.0,-0.16652074424407226,0.6282788424712928,6.220324553520867
6.0,0.0,-0.15992093273132418,0.6779741562116294,5.937179726359543
7.0,0.0,-0.14076440426819448,0.7105176932934305,5.342356918709929
8.0,0.0,-0.11347490771626469,0.7257178976267172,4.5123277773914126
9.0,0.0,-0.08366233418803153,0.7259248423003967,3.546276813269242
10.0,0.0,-0.05632385121438495,0.7148265487074061,2.570363478930742
11.0,0.0,-0.03456699144954517,0.6956902774464246,1.7081280830069678
12.0,0.0,-0.019262075695195675,0.6699725531925123,1.0396585010224852
13.0,0.0,-0.009515883632951149,0.6371732827825825,0.5862677211001791
14.0,0.0,-0.003446397267390315,0.5962225446945523,0.3350877350668127
15.0,0.0,0.0012682895966972427,0.5476236124428154,0.3134774426985147
16.0,0.0,0.007243718804261531,0.494400078225678,0.566273360123893
17.0,0.0,0.01738673416570404,0.44005383554869865,1.1028867297446279
18.0,0.0,0.03451413146839008,0.38489650157639466,1.970420693578617
19.0,0.0,0.060196617171779654,0.3257890864338579,3.1676046873061603
20.0,0.0,0.09307340733692239,0.26176516665294036,4.578460253729672
21.0,0.0,0.12775527316923257,0.1997250425169036,5.964267010895423
22.0,0.0,0.15571608877792678,0.15261960996462,7.023187632332238
23.0,0.0,0.16854090704574834,0.1318375238099509,7.494607455284244
24.0,0.0,0.161993028851472,0.1421741796299917,7.256435733832733
25.0,0.0,0.13826410674066233,0.1826932480286005,6.371733155812291
26.0,0.0,0.10479938810742517,0.24951989264665392,5.066626293180517
27.0,0.0,0.07054632892767322,0.3366375269647338,3.6420475954521567
28.0,0.0,0.04217582578939752,0.43482898752922344,2.358073764430774
29.0,0.0,0.022389599873202198,0.5309704831626064,1.3659548328505
30.0,0.0,0.010551747575678143,0.6092901801294046,0.7045918881990069
