x,y,z,water_ice,slope_deg
0.0,0.0,0.09382424187413105,0.00018435191189167211,4.4622343251843235
1.0,0.0,0.17186276122060157,0.0005548071568651446,5.382198052763273
2.0,0.0,0.28225235819634825,0.0015376768724832978,6.9500721580285205
3.0,0.0,0.41565508199796597,0.003924627796510434,7.597017985648544
4.0,0.0,0.5489546449899524,0.00922476744134598,6.699190945185552
5.0,0.0,0.6503390337534143,0.019970407285813778,4.103796680796959
6.0,0.0,0.6913028375512015,0.03982897039820819,0.8206286569136753
7.0,0.0,0.6596183129824292,0.0732143611373797,3.7470979227209296
8.0,0.0,0.565257232384691,0.12416124892567511,6.505547387840259
9.0,0.0,0.435358382273689,0.19463236629056474,7.606425303766745
10.0,0.0,0.30166597762836045,0.2831502713457648,7.132523539435805
11.0,0.0,0.18830253696240562,0.3851521948869071,5.66551000339183
12.0,0.0,0.10605942722419037,0.49560306734314513,3.906765333519881
13.0,0.0,0.05399189185919909,0.6115244887686624,2.373286601733494
14.0,0.0,0.02484638662227595,0.7298487564898716,1.284098287070591
15.0,0.0,0.010256193310449427,0.8400431490843496,0.6244437202864274
16.0,0.0,0.0036355194111230504,0.920497446522729,0.27493123965439686
17.0,0.0,0.0008564698626327498,0.9486079532563285,0.1114950385737813
18.0,0.0,-0.000254620188995535,0.9181765228123621,0.050927667947496404
19.0,0.0,-0.0006841488058118699,0.8443704702802906,0.04329276548647402
20.0,0.0,-0.0008250259429645832,0.7497141446638351,0.046015431533854206
21.0,0.0,-0.0008216495659080197,0.6478651509532525,0.04546611608935793
22.0,0.0,-0.0007336313400019608,0.541637411268025,0.04106434266436105
23.0,0.0,-0.0005986803260020712,0.43185110895562207,0.03412851871819656
24.0,0.0,-0.00044879979192389744,0.32386284280102867,0.02629741419149365
0.0,1.0,0.09380002394132018,0.00019270681113052734,4.484450649826612
1.0,1.0,0.172101836687303,0.0005800266936103322,5.428775659673242
2.0,1.0,0.2832339725157718,0.0016076731228790706,7.047513791367616
3.0,1.0,0.4182047139547843,0.004103266262228679,7.768051924746142
4.0,1.0,0.5541894885376188,0.009644005367763839,6.955233794052378
5.0,1.0,0.6593917293024234,0.020875264194840513,4.425530934043823
6.0,1.0,0.7048542483768314,0.041625719551583,0.9183031097364198
7.0,1.0,0.6774342131934651,0.07650071227920986,3.416074262128363
8.0,1.0,0.5860069916195605,0.12971996218314044,6.295035665705759
9.0,1.0,0.4568885050993736,0.2034256374411531,7.552058405902251
10.0,1.0,0.32164443336366333,0.2965061105379341,7.226268476721384
11.0,1.0,0.20492239814357865,0.405516558028544,5.8621770156870925
12.0,1.0,0.11846631764414917,0.5280299790509718,4.143605718444907
13.0,1.0,0.06228823542540615,0.6648870811155839,2.594703586318134
14.0,1.0,0.02977098161885841,0.8151117874320227,1.4578391986202783
15.0,1.0,0.01276888959744496,0.9637186927056998,0.7430507160158821
16.0,1.0,0.004603417624753645,1.0766665236621842,0.3471924415768855
17.0,1.0,0.0009152570130634033,1.1176993541615292,0.15201748999614048
18.0,1.0,-0.000698115421009079,1.0764156219972314,0.07274024626321692
19.0,1.0,-0.0013838579317212646,0.9766012689442463,0.057216000041652906
20.0,1.0,-0.0016251988374656543,0.8543701319089552,0.059478818808411306
21.0,1.0,-0.0016138662760030633,0.7317654465543928,0.059518691477571384
22.0,1.0,-0.0014416155846674779,0.6119267629420819,0.05483775735924048
23.0,1.0,-0.0011770597297066589,0.49198805569140935,0.04662152495142347
24.0,1.0,-0.0008826145543843811,0.37422152391453484,0.03696704316461031
0.0,2.0,0.0849072082205901,0.00018553062491819526,4.1400528159623144
1.0,2.0,0.15633667467713247,0.000558474854712155,5.098312570129486
2.0,2.0,0.25843342164461225,0.0015480007244557243,6.747577882032815
3.0,2.0,0.38372932719877373,0.003950956801115419,7.676308147936227
4.0,2.0,0.5121230430215732,0.00928562026553899,7.311043616343994
5.0,2.0,0.6148497169854177,0.020097798915509005,5.518474565504918
6.0,2.0,0.6648045997258286,0.04007065536658406,3.2107533198297236
7.0,2.0,0.6483000358921951,0.07363389135518236,3.4998761866164982
8.0,2.0,0.5712332286256347,0.1248585249634839,5.620928262897971
9.0,2.0,0.4558284908497466,0.19589557829350965,6.870061825726829
10.0,2.0,0.33032196285780485,0.2860611343618446,6.8051840993382084
11.0,2.0,0.21805946724482028,0.39319134091334806,5.752561877184924
12.0,2.0,0.13153752341860994,0.5173983443710299,4.264935302078379
13.0,2.0,0.07263852959461196,0.6629105691198247,2.8204754296805676
14.0,2.0,0.03661754420732392,0.8307798334727383,1.6841502741257366
15.0,2.0,0.01653440650802477,1.0033496383009954,0.9170747368238414
16.0,2.0,0.006159897137020413,1.1383066902099788,0.45998944316064266
17.0,2.0,0.0010842458569414336,1.19018570139171,0.21648071019043424
18.0,2.0,-0.0013321985997444255,1.1456802485564368,0.10523326684001975
19.0,2.0,-0.002453156276241096,1.0342336780086017,0.07624998253721031
20.0,2.0,-0.002888449277764298,0.9008210687849731,0.08138862536549582
21.0,2.0,-0.002891117668259419,0.7725809878767281,0.08644777305871867
22.0,2.0,-0.0025973264546494765,0.6519875077465292,0.08331188206665364
23.0,2.0,-0.0021270598604186627,0.5325982577006767,0.07297337612703907
24.0,2.0,-0.0015969824081796635,0.41364257959676054,0.05917390888255673
0.0,3.0,0.07037244930380034,0.00016449368650218058,3.5504626901665857
1.0,3.0,0.1305324472569725,0.0004951668644293149,4.484830329910553
2.0,3.0,0.2177643173454462,0.0013725453701133505,6.1014032189188585
3.0,3.0,0.3270522483752909,0.0035031341524639384,7.217389035326256
4.0,3.0,0.44271857121279623,0.008232943581394097,7.297207325057337
5.0,3.0,0.540961239803817,0.01781860292148365,6.100188203072044
6.0,3.0,0.5977629460417853,0.03552437224584359,4.046154626751147
7.0,3.0,0.598650955878513,0.06527648186786997,2.9728799998255053
8.0,3.0,0.5447709176378116,0.11069156347444672,4.341990010360282
9.0,3.0,0.4517379631213878,0.1737298489460071,5.784899111488444
10.0,3.0,0.34235261042389065,0.25400092623735004,6.219634539191119
11.0,3.0,0.23776800416031346,0.3502152440143024,5.667490287739126
12.0,3.0,0.1516091069769116,0.4638040991509929,4.514931495155847
13.0,3.0,0.08872502770939894,0.6004184587002592,3.201020315059425
14.0,3.0,0.04738745975887987,0.7622848338262369,2.044012461649619
15.0,3.0,0.022631523798522617,0.9325261454676286,1.1887763989633842
16.0,3.0,0.00897605579658701,1.0692746229181862,0.640577822837185
17.0,3.0,0.001900794195916333,1.1272453135494627,0.32910575892803673
18.0,3.0,-0.0016881654233811614,1.0929885908793182,0.1642023209233
19.0,3.0,-0.00354310498003596,0.9953655458015755,0.07893130574090772
20.0,3.0,-0.0044322392431259214,0.8782480325617583,0.06623547929063045
21.0,3.0,-0.004617389242520133,0.7671131311278856,0.09231513165446899
22.0,3.0,-0.004247585444721606,0.6623132081586158,0.10579891616297508
23.0,3.0,-0.003519666887030816,0.5552273975982942,0.10112849489428313
24.0,3.0,-0.0026553550700577255,0.44351891484152495,0.0858349769212677
0.0,4.0,0.054538278180443524,0.0001343132608217233,2.8802309956575125
1.0,4.0,0.10263351126332318,0.0004042786898924961,3.73097709031208
2.0,4.0,0.17425963500652814,0.0011205738610041004,5.2308872963336
3.0,4.0,0.2673504544382844,0.0028599856880166213,6.414188574670753
4.0,4.0,0.37129105003518437,0.006721378728732362,6.763291645683873
5.0,4.0,0.46771657752059637,0.01454703288532768,5.904770923210057
6.0,4.0,0.5356286742137696,0.029001973299950218,3.856594277524603
7.0,4.0,0.5589688745212552,0.053292416875529595,1.4888755266579465
8.0,4.0,0.5328083870593484,0.09037459559140265,2.6958679353302575
9.0,4.0,0.46486797336653585,0.14185984287143424,4.831612729319075
10.0,4.0,0.37185187688355337,0.20745616189373225,5.940734585848038
11.0,4.0,0.2729358992377758,0.2861677435908647,5.914770356794525
12.0,4.0,0.1837620408138182,0.3792831713454999,5.054004020845284
13.0,4.0,0.11324593353091914,0.49168175151230786,3.803403603235808
14.0,4.0,0.06357531782111406,0.6257475382141912,2.5592176108243407
15.0,4.0,0.032250216528813776,0.7687122894252814,1.5672999922469655
16.0,4.0,0.014542337190859669,0.8877426728518787,0.9208339126919735
17.0,4.0,0.005356302897532994,0.9470022145078765,0.5983829230807466
18.0,4.0,0.0004614042552915791,0.9356214594036986,0.45508818914612803
19.0,4.0,-0.002700782199678587,0.875713616701522,0.32008027782537374
20.0,4.0,-0.004935767912137598,0.8002133682090053,0.15722253108237508
21.0,4.0,-0.006108231488599495,0.7263240244988289,0.03618129719191057
22.0,4.0,-0.006123495499130682,0.651015340727305,0.08804504764470801
23.0,4.0,-0.005277628728157863,0.5651731228709798,0.11629632014774063
24.0,4.0,-0.004044251025810879,0.4667014906238812,0.11013836973481546
0.0,5.0,0.040833597615083816,0.00010107784679343292,2.280174131283584
1.0,5.0,0.07880054731683964,0.00030403427972445563,3.018688282666524
2.0,5.0,0.13779897729348672,0.00084248358643768,4.386935247826616
3.0,5.0,0.21874478427502023,0.0021500017010458883,5.60392484547801
4.0,5.0,0.3157908273575766,0.005052687373860111,6.193702206822051
5.0,5.0,0.41534544537645,0.010935744411458899,5.7232745166531975
6.0,5.0,0.49851282491326254,0.021803614982835288,4.027994853113994
7.0,5.0,0.5467442563800681,0.04006906129989174,1.4317608639192865
8.0,5.0,0.5484565109989776,0.06795720174111276,1.9026830401665569
9.0,5.0,0.5034384358361106,0.10666884291121181,4.449878567490184
10.0,5.0,0.42281876685600184,0.15590753275536276,6.024092414244958
11.0,5.0,0.32468444033419386,0.21466157838411565,6.391604375812877
12.0,5.0,0.2276656073555129,0.28333854084208754,5.7454999256660475
13.0,5.0,0.14558711359836615,0.36496336860285006,4.506397118409553
14.0,5.0,0.08521341875397279,0.4615440778805014,3.1271154221394952
15.0,5.0,0.0469285424558073,0.5658994735588951,1.9808713768907842
16.0,5.0,0.026585103179856392,0.6581374312881413,1.3741433145650879
17.0,5.0,0.01732956257901869,0.7161003846499634,1.3335491947845421
18.0,5.0,0.01200290733374611,0.7327432923838891,1.3649954671229472
19.0,5.0,0.006239892269801753,0.7206269097672908,1.1545205785499664
20.0,5.0,-0.00013006534202789717,0.6973053181252569,0.7484781567996914
21.0,5.0,-0.005046790600515445,0.6687937472670267,0.3367284668779176
22.0,5.0,-0.007206572786560062,0.6282583827385737,0.05975942628310504
23.0,5.0,-0.007006268086623677,0.567021917037245,0.08757325030002436
24.0,5.0,-0.005604211201344735,0.48416284847898916,0.11655232152241256
0.0,6.0,0.030542485008566926,7.044530189477572e-05,1.826228845092903
1.0,6.0,0.061141657296105885,0.00021103374560597134,2.476397940627345
2.0,6.0,0.11135289702574938,0.0005837978578486175,3.7750434905272052
3.0,6.0,0.1847123707317865,0.001488835569266171,5.093885699683045
4.0,6.0,0.27932570453027483,0.0034980603993429505,6.010916691713397
5.0,6.0,0.3853047362625076,0.0075708215031193215,6.059375485952529
6.0,6.0,0.4849430735824215,0.01509629420222747,4.949177067783589
7.0,6.0,0.5568576811390243,0.027748714801368285,2.8604071111454226
8.0,6.0,0.5831964630051558,0.047074260435975866,1.7754752910729177
9.0,6.0,0.5567371250764152,0.07389817329004707,3.92965449760505
10.0,6.0,0.4840696058400985,0.10794089452376586,5.863281857816052
11.0,6.0,0.38297592439019623,0.14823088470735132,6.65200501759662
12.0,6.0,0.2755114655375774,0.19446352189169483,6.272510366775523
13.0,6.0,0.18072920529314446,0.24807233748378404,5.062908178478599
14.0,6.0,0.11053723588515868,0.3107483884074428,3.511937834588435
15.0,6.0,0.06896025569632772,0.38025276596993995,2.253040356899423
16.0,6.0,0.05229922417446045,0.4481515723659862,2.139967687335352
17.0,6.0,0.049571821918647334,0.504404046135624,2.7756366124181224
18.0,6.0,0.046809506676180286,0.5453467529251076,3.0952743830534573
19.0,6.0,0.03573553637812213,0.5750830304876061,2.768883214840514
20.0,6.0,0.018629014998589957,0.597602540993289,1.9672193565128349
21.0,6.0,0.003277060213866122,0.6091393829899339,1.07718262965937
22.0,6.0,-0.005408067872902628,0.5996329301459788,0.4064973828104715
23.0,6.0,-0.007880893264197879,0.560861823373852,0.04541234808940429
24.0,6.0,-0.006992000052266731,0.49289337058392485,0.08034006877765697
0.0,7.0,0.022910173684617785,4.678693278100017e-05,1.4919174800607684
1.0,7.0,0.04795714628698151,0.00013684939335505345,2.0923845540296915
2.0,7.0,0.09148471693110988,0.00037478713562309594,3.3698905464339446
3.0,7.0,0.15900421000694892,0.0009518231522304332,4.822637554031394
4.0,7.0,0.25166258567177513,0.0022325962790106985,6.066849251042642
5.0,7.0,0.36248178153792054,0.004829226022184262,6.581486240032663
6.0,7.0,0.4747577257220767,0.009629245987838356,5.908476645610628
7.0,7.0,0.5649731354644292,0.017705130828042256,3.9083606686018744
8.0,7.0,0.610452018038977,0.030052803921472398,1.046756667602695
9.0,7.0,0.5985639494957126,0.0472092445843698,2.5222428619906445
10.0,7.0,0.5323170503548136,0.06897908015926218,5.106311066129729
11.0,7.0,0.42912579172981224,0.09462794882573751,6.4638154438098585
12.0,7.0,0.31381584698458403,0.12369664914289709,6.425090381192513
13.0,7.0,0.21023919149873116,0.156888064083419,5.236186340745487
14.0,7.0,0.1359447899091681,0.19586641401373991,3.411007721490174
15.0,7.0,0.0998426266331798,0.24159131342761103,2.171778374528295
16.0,7.0,0.09876001053667581,0.2929041740000991,3.1449222491981326
17.0,7.0,0.11413789418778118,0.34743845439429066,4.493318408121762
18.0,7.0,0.11926487140093389,0.4036498072045395,5.064438412057718
19.0,7.0,0.0987714136744107,0.46026784755893446,4.727507542190797
20.0,7.0,0.06041392554760381,0.5127436064425783,3.6528175603879913
21.0,7.0,0.023873263763828874,0.5512341259260054,2.2498872047301037
22.0,7.0,0.001559664113988853,0.5636987612173614,1.0342693054249092
23.0,7.0,-0.006943123733259844,0.5420851021483677,0.2892535335645696
24.0,7.0,-0.00777311201918926,0.48677290550730884,0.05168124157881445
0.0,8.0,0.016262621827920706,3.430551637729288e-05,1.1906927571189838
1.0,8.0,0.035906208809040566,8.88416756970673e-05,1.7578294449221397
2.0,8.0,0.0721398532103359,0.00022982579228632828,2.9966856826908046
3.0,8.0,0.13164257246063749,0.0005692714577173328,4.538191052178284
4.0,8.0,0.21782741150625612,0.0013212292321297737,6.046835854642923
5.0,8.0,0.3263512554843486,0.0028456591124849575,6.984398500719875
6.0,8.0,0.44207656787188737,0.0056657553957156605,6.81862774156552
7.0,8.0,0.5408134206333767,0.010416921799813779,5.382455895417153
8.0,8.0,0.5975850343213832,0.017697108141180307,3.3076656244160034
9.0,8.0,0.5974372705845933,0.02784679218724096,2.85660158829772
10.0,8.0,0.5409078305829736,0.04078807779834762,4.647362575378141
11.0,8.0,0.4429849470516927,0.05612917474871322,6.090865633342348
12.0,8.0,0.3285584055109118,0.07365750251660884,6.222157371389883
13.0,8.0,0.22495989876996728,0.09401513045822996,4.95035133504993
